kode_wilayah,nama_wilayah,tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
96747,Halim Perdana Kusuma Jakarta,12/26/2018,24.0,29.4,26.1,80.0,0.4,,9.0,210.0,4.0,S 
96747,Halim Perdana Kusuma Jakarta,12/27/2018,23.8,32.0,28.0,70.0,,,12.0,180.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/28/2018,24.0,33.4,28.5,69.0,,,14.0,250.0,3.0,SE
96747,Halim Perdana Kusuma Jakarta,12/29/2018,25.2,33.4,28.7,70.0,,,14.0,120.0,5.0,SW
96747,Halim Perdana Kusuma Jakarta,12/30/2018,24.0,34.4,30.0,64.0,,,14.0,240.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/31/2018,25.4,32.8,28.2,69.0,9.9,,14.0,180.0,5.0,SE
96745,Stasiun Meteorologi Kemayoran,1/1/2017,26,34.4,29.9,70.0,0.2,5,4.0,300.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/2/2017,27,34.2,30.2,68.0,0.0,7.5,4.0,290.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/3/2017,26,33.8,29.9,71.0,0.0,8.2,6.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/4/2017,25,30.4,27.4,79.0,38.7,5,3.0,250.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,1/5/2017,25,31.4,28,81.0,9.0,,4.0,270.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,1/6/2017,25,31,27.7,85.0,45.0,,3.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,1/7/2017,26,31.8,28.7,76.0,3.0,5.3,4.0,290.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/8/2017,26,31.8,29.1,72.0,0.0,4,4.0,300.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,1/9/2017,25,31.4,27.9,77.0,0.3,6.8,4.0,290.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,1/10/2017,25,31.2,27.8,83.0,12.5,1,5.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,1/11/2017,25,,27.4,87.0,5.6,5.2,4.0,260.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,1/12/2017,25,33,28.1,78.0,17.2,1.1,5.0,250.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/13/2017,25,31.6,28.3,75.0,0.0,4.3,8.0,220.0,3.0,W 
96745,Stasiun Meteorologi Kemayoran,1/14/2017,26,28.2,26.7,78.0,0.0,1.7,6.0,210.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/15/2017,25,31,28,77.0,3.0,0.6,4.0,260.0,3.0,SW
96745,Stasiun Meteorologi Kemayoran,1/16/2017,26,30,26.4,87.0,1.8,0,4.0,260.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/17/2017,24,31.8,27.3,77.0,30.2,0.2,6.0,330.0,2.0,SW
96745,Stasiun Meteorologi Kemayoran,1/18/2017,25,31.8,28.6,73.0,8888.0,3,5.0,20.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/19/2017,25,33,28.2,76.0,0.0,5.6,6.0,270.0,4.0,W 
96745,Stasiun Meteorologi Kemayoran,1/20/2017,26,34.4,29.7,66.0,0.0,9.3,8.0,220.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/21/2017,25,31.8,28.8,74.0,0.0,9.5,6.0,330.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/22/2017,26,30.8,28.4,78.0,0.0,6,6.0,300.0,3.0,W 
96745,Stasiun Meteorologi Kemayoran,1/23/2017,26,34,29,71.0,0.0,3.2,7.0,250.0,3.0,W 
96745,Stasiun Meteorologi Kemayoran,1/24/2017,27,32.6,28.6,77.0,0.0,6.6,4.0,290.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/25/2017,26,32,28.9,74.0,0.0,5,7.0,320.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,1/26/2017,24,30.2,27.3,83.0,17.2,3.7,5.0,300.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/27/2017,25,31,28,78.0,8888.0,0,4.0,260.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,1/28/2017,26,29.2,27.4,83.0,6.6,0,5.0,250.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,1/29/2017,25,29.2,27,82.0,17.2,0,5.0,330.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,1/30/2017,25,30.8,27.3,82.0,3.7,0.2,4.0,290.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,1/31/2017,25,29,26.6,85.0,3.0,1,4.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,2/1/2017,24,29.6,26.2,85.0,16.7,0,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,2/2/2017,25,30.4,26.7,84.0,5.0,0.5,3.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,2/3/2017,25,29.2,25.9,84.0,11.4,0.8,4.0,250.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,2/4/2017,24,32,27.6,78.0,29.8,1.3,8.0,260.0,4.0,W 
96745,Stasiun Meteorologi Kemayoran,2/5/2017,25,32.4,28.6,75.0,8888.0,6,7.0,320.0,3.0,W 
96745,Stasiun Meteorologi Kemayoran,2/6/2017,26,31.6,28.3,73.0,3.6,6.5,4.0,280.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,2/7/2017,26,31.6,28.6,74.0,3.2,5.2,6.0,330.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/8/2017,25,31.8,28,75.0,0.0,3,6.0,330.0,3.0,NW
96745,Stasiun Meteorologi Kemayoran,2/9/2017,26,29.4,27.4,79.0,0.0,2.5,4.0,280.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/10/2017,25,29,26.4,87.0,8.3,0.4,4.0,320.0,1.0,W 
96745,Stasiun Meteorologi Kemayoran,2/11/2017,24,28.8,26,87.0,25.9,0,6.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/12/2017,25,29.6,27.2,84.0,26.9,0,5.0,330.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/13/2017,24,30.6,27.4,81.0,21.5,2.5,6.0,290.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/14/2017,24,30.4,26.5,85.0,42.0,,5.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/15/2017,24,30.6,26.7,83.0,29.8,2.2,7.0,320.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/16/2017,24,30.6,27.2,83.0,13.4,7.5,5.0,310.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,2/17/2017,24,30.6,27.1,84.0,30.7,5.1,5.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,2/18/2017,25,29.8,27.9,80.0,0.0,5.6,5.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/19/2017,26,29,26.7,90.0,16.3,2,4.0,290.0,1.0,NW
96745,Stasiun Meteorologi Kemayoran,2/20/2017,25,27.6,26.1,94.0,9.2,0,2.0,320.0,0.0,N 
96745,Stasiun Meteorologi Kemayoran,2/21/2017,23,29.4,25.8,88.0,179.7,,3.0,250.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,2/22/2017,24,31.8,27.5,82.0,10.8,,6.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/23/2017,24,32,27.4,81.0,14.5,8.7,6.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/24/2017,25,30.4,27.5,84.0,0.6,5,6.0,320.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/25/2017,26,32.4,28.5,75.0,0.0,4.2,6.0,290.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,2/26/2017,25,30.8,27.5,83.0,10.0,2,6.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,2/27/2017,25,31.6,28.1,80.0,1.0,8,5.0,320.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,2/28/2017,25,30.8,28.2,80.0,10.5,6.5,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/1/2017,26,32.2,28.1,78.0,0.7,3.4,6.0,340.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/2/2017,26,31.6,28.2,78.0,0.0,5,5.0,290.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,3/3/2017,26,30.8,27.8,84.0,7.0,,4.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/4/2017,25,31.5,27.6,80.0,3.6,4,4.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/5/2017,25,31.4,28.4,77.0,0.0,,4.0,310.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,3/6/2017,26,31.6,28.7,75.0,0.0,9,5.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/7/2017,25,30.2,27.7,79.0,0.0,3.5,5.0,250.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/8/2017,24,31.5,28,79.0,18.4,1.2,4.0,330.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,3/9/2017,25,30.8,28.1,78.0,0.0,5,4.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/10/2017,26,31.2,28.3,78.0,0.0,8.3,5.0,270.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/11/2017,25,31.6,27.8,79.0,0.0,5.6,5.0,300.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,3/12/2017,26,33,28.6,75.0,0.0,7.5,4.0,350.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/13/2017,26,34.4,28.8,73.0,2.1,5,5.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/14/2017,26,33.4,29.4,72.0,0.0,,6.0,260.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,3/15/2017,27,34,29.8,67.0,2.4,2.6,5.0,240.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,3/16/2017,26,32.6,28.5,75.0,0.0,4,4.0,340.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,3/17/2017,26,32,28.6,80.0,0.0,,3.0,340.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/18/2017,26,32.4,27,82.0,6.0,3.2,4.0,260.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/19/2017,26,31.6,27.9,79.0,7.4,0.3,5.0,300.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,3/20/2017,26,31,27.6,80.0,0.5,6,3.0,270.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/21/2017,26,31,28.1,81.0,13.0,1,5.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/22/2017,25,31,27.4,84.0,13.5,4,5.0,320.0,2.0,NW
96745,Stasiun Meteorologi Kemayoran,3/23/2017,24,29,25.9,86.0,16.0,1.2,3.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/24/2017,24,32.2,28.1,79.0,6.4,1.4,5.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/25/2017,27,,28.6,79.0,0.0,9,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/26/2017,26,32,28.6,80.0,0.0,0.8,5.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/27/2017,,31.8,27.4,80.0,18.4,1.8,4.0,280.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/28/2017,25,32.2,27.4,82.0,0.0,7.3,5.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/29/2017,25,33.6,28.8,76.0,23.3,8,3.0,130.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,3/30/2017,26,32.6,28.6,73.0,0.0,6,4.0,270.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,3/31/2017,26,30,26.9,83.0,0.0,6,3.0,270.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/1/2017,26,33,27.9,79.0,10.2,0.4,7.0,130.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/2/2017,25,32.8,27.3,84.0,49.6,5,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/3/2017,25,31.8,27.8,78.0,13.3,4,3.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/4/2017,25,33.2,27.8,80.0,8888.0,3,4.0,290.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/5/2017,26,33.2,28.7,73.0,0.0,6.3,4.0,250.0,3.0,W 
96745,Stasiun Meteorologi Kemayoran,4/6/2017,26,33,28.6,73.0,0.0,6.5,5.0,270.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,4/7/2017,26,33.2,28.5,74.0,0.0,5,5.0,260.0,3.0,W 
96745,Stasiun Meteorologi Kemayoran,4/8/2017,25,30.4,27.4,78.0,7.1,1,5.0,280.0,2.0,W 
96745,Stasiun Meteorologi Kemayoran,4/9/2017,25,34.2,28.8,75.0,0.0,2.1,5.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,4/10/2017,26,33.8,29.4,75.0,2.6,6,3.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/11/2017,26,32,28.3,82.0,18.0,7.7,4.0,320.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,4/12/2017,25,31.8,27.9,79.0,19.5,3.2,4.0,310.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,4/13/2017,26,31.2,28.4,81.0,2.4,3,4.0,350.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/14/2017,27,31.8,28.6,78.0,0.0,2.4,3.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/15/2017,26,32,28.9,79.0,0.0,4.1,3.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/16/2017,27,31.2,28.7,78.0,0.4,6,4.0,20.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/17/2017,27,32.8,29,79.0,0.0,0,3.0,60.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/18/2017,26,32.2,28.7,80.0,0.0,4.5,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/19/2017,26,32,27.9,80.0,0.0,3.5,4.0,340.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/20/2017,25,34.2,29.2,74.0,7.5,6.5,4.0,70.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/21/2017,26,32.8,29,79.0,0.0,6.7,3.0,170.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/22/2017,27,31.4,28.5,81.0,0.6,3,3.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/23/2017,26,32.8,28.8,74.0,6.3,4.5,3.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/24/2017,26,33.4,29.5,75.0,0.0,2,4.0,340.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/25/2017,27,34,29.8,73.0,0.4,6,4.0,50.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/26/2017,27,32,27.9,81.0,0.0,6.5,3.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/27/2017,25,32.4,28.3,78.0,0.0,1,5.0,30.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/28/2017,25,33.2,28.3,76.0,18.6,3.7,4.0,230.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,4/29/2017,26,34,29.7,79.0,0.0,6,3.0,270.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,4/30/2017,26,33,29,73.0,8888.0,3,5.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/1/2017,27,33.2,28.5,78.0,0.0,5.6,5.0,350.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,5/2/2017,26,33.4,28,81.0,32.0,6.5,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/3/2017,26,32.2,29,80.0,4.0,5.6,4.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/4/2017,26,33.8,29,78.0,46.5,3,4.0,80.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/5/2017,26,33.4,28.9,78.0,0.0,5.4,4.0,170.0,2.0,S 
96745,Stasiun Meteorologi Kemayoran,5/6/2017,25,30.8,27.8,83.0,3.7,5,3.0,60.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/7/2017,25,31.6,27.8,82.0,5.6,4,5.0,40.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/8/2017,26,32.6,28.4,79.0,8888.0,2,4.0,110.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/9/2017,26,33.2,29.1,77.0,0.0,4.2,3.0,70.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/10/2017,27,30.5,28.9,75.0,0.0,3,4.0,110.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/11/2017,26,31.6,28.2,76.0,0.0,0.1,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/12/2017,26,33.4,28.8,76.0,0.0,0,3.0,130.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/13/2017,26,33.4,29.4,74.0,0.0,6.4,3.0,90.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/14/2017,27,32.6,29.1,73.0,2.0,5,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/15/2017,27,35,30.3,67.0,0.0,4.8,3.0,130.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/16/2017,28,33,29.8,74.0,0.0,6.5,3.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/17/2017,28,33,29.8,77.0,0.0,5.3,3.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/18/2017,28,33.4,30.1,72.0,0.0,4.7,3.0,170.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/19/2017,27,33.6,30.1,73.0,0.0,5.5,4.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/20/2017,28,23.8,29.6,72.0,0.0,6.2,3.0,100.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/21/2017,28,33,29.9,70.0,0.0,6.6,5.0,280.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,5/22/2017,26,33.4,29.3,75.0,31.0,0,3.0,150.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/23/2017,27,33.4,29.5,73.0,0.0,6,3.0,90.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/24/2017,27,34,29.2,74.0,0.0,6,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/25/2017,27,33.4,29.4,69.0,0.0,4,3.0,20.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/26/2017,26,32.8,28.9,74.0,0.0,5.2,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/27/2017,26,33.2,29.7,75.0,0.0,6.5,3.0,40.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/28/2017,28,32,29,76.0,0.0,2.2,4.0,70.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/29/2017,26,28.8,27,86.0,4.2,1.2,3.0,120.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/30/2017,25,31.6,28,82.0,6.0,0,4.0,150.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,5/31/2017,26,34.4,29.9,74.0,0.0,2,5.0,250.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/1/2017,26,30.8,28.2,73.0,0.0,5.5,3.0,210.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/2/2017,26,31.6,28.6,76.0,8888.0,2,3.0,80.0,0.0,N 
96745,Stasiun Meteorologi Kemayoran,6/3/2017,27,32.4,29,80.0,0.0,0,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/4/2017,27,32.8,29,75.0,0.0,3.5,4.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/5/2017,27,32.4,29.1,76.0,0.0,6,4.0,350.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,6/6/2017,25,32.6,28.5,78.0,23.0,4,4.0,160.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/7/2017,26,33.4,29.3,75.0,0.0,4,3.0,80.0,2.0,SE
96745,Stasiun Meteorologi Kemayoran,6/8/2017,26,34.2,29.3,73.0,0.0,6,5.0,180.0,2.0,SE
96745,Stasiun Meteorologi Kemayoran,6/9/2017,27,35.2,29.7,74.0,0.0,6.5,3.0,90.0,1.0,E 
96745,Stasiun Meteorologi Kemayoran,6/10/2017,26,34,29.4,77.0,0.0,6.5,5.0,10.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/11/2017,27,31.8,28.6,81.0,19.2,6,3.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/12/2017,27,33.8,29.7,75.0,0.0,5.5,4.0,80.0,2.0,E 
96745,Stasiun Meteorologi Kemayoran,6/13/2017,26,33.4,30,75.0,0.0,5.5,3.0,70.0,2.0,E 
96745,Stasiun Meteorologi Kemayoran,6/14/2017,24,31,27.7,80.0,32.6,3,3.0,340.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/15/2017,25,32.4,28.9,79.0,0.0,1.7,3.0,90.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/16/2017,26,33.8,29.3,78.0,3.5,3,3.0,120.0,2.0,SE
96745,Stasiun Meteorologi Kemayoran,6/17/2017,27,34.2,29.6,74.0,0.0,6.5,4.0,130.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/18/2017,25,33.4,28.7,75.0,0.0,6.5,5.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/19/2017,24,33.6,29,66.0,8888.0,5,5.0,300.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,6/20/2017,24,33.6,28.9,72.0,0.0,6.3,4.0,120.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/21/2017,,34.4,29.1,73.0,,,4.0,150.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/22/2017,26,30.2,28.2,79.0,0.0,4.8,3.0,50.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/23/2017,25,31.2,28.4,78.0,8888.0,0,3.0,70.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/24/2017,26,,27.4,84.0,0.0,1,3.0,110.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/25/2017,24,33.4,28.1,78.0,0.1,0,4.0,100.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,6/26/2017,25,31.8,28,81.0,2.6,4.8,4.0,80.0,2.0,E 
96745,Stasiun Meteorologi Kemayoran,6/27/2017,24,32.6,27.6,77.0,12.0,4,4.0,100.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,6/28/2017,25,33.2,28.6,80.0,0.0,6.4,5.0,300.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,6/29/2017,26,33.2,28.1,78.0,0.0,6.4,6.0,320.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,6/30/2017,25,30.8,26.9,86.0,45.5,6.3,3.0,150.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/1/2017,24,33.8,28.2,78.0,10.6,2.1,4.0,70.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/2/2017,25,33.2,29.1,74.0,0.0,6.5,4.0,100.0,2.0,SE
96745,Stasiun Meteorologi Kemayoran,7/3/2017,27,33.4,29.2,77.0,0.0,6.3,4.0,100.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/4/2017,27,34.4,29.8,74.0,0.0,6.5,3.0,130.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/5/2017,27,34.2,29.9,73.0,0.0,6.5,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/6/2017,26,32.6,28.2,72.0,0.0,6.2,4.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/7/2017,26,32.4,28.8,73.0,0.0,2.8,5.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/8/2017,26,33,29.2,72.0,0.0,5.7,3.0,70.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/9/2017,27,32.2,29.1,70.0,0.0,5.3,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/10/2017,26,31,28.2,76.0,0.0,6,5.0,350.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/11/2017,25,31.6,28.1,79.0,16.7,4.8,4.0,360.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/12/2017,26,31.6,28,78.0,0.0,2.2,3.0,250.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/13/2017,26,31.8,27.9,78.0,11.0,3.2,4.0,300.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/14/2017,25,31.8,28.4,75.0,0.0,3,3.0,10.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/15/2017,26,31.6,28.7,71.0,0.0,1.1,3.0,170.0,0.0,N 
96745,Stasiun Meteorologi Kemayoran,7/16/2017,26,31.2,27.8,72.0,0.0,0,3.0,310.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/17/2017,25,32.4,28,62.0,0.0,2,4.0,40.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/18/2017,26,31,27.9,71.0,0.0,5.7,3.0,240.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/19/2017,25,32.6,28,78.0,0.0,0,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/20/2017,26,31.8,28.3,79.0,0.2,6.2,3.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/21/2017,25,31,27.7,80.0,81.4,5,4.0,60.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/22/2017,25,34,29.2,74.0,0.0,4.2,3.0,160.0,2.0,S 
96745,Stasiun Meteorologi Kemayoran,7/23/2017,26,32.2,28.6,81.0,0.0,5.2,3.0,30.0,0.0,N 
96745,Stasiun Meteorologi Kemayoran,7/24/2017,27,31.6,28.3,76.0,0.0,3.3,4.0,330.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/25/2017,25,33,28.8,67.0,8888.0,4,5.0,360.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,7/26/2017,26,34.6,29,62.0,0.0,6.5,4.0,200.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/27/2017,25,,28.5,71.0,0.0,5.6,3.0,360.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/28/2017,26,,28.8,73.0,0.0,5,3.0,130.0,2.0,N 
96745,Stasiun Meteorologi Kemayoran,7/29/2017,27,34.4,29.6,74.0,8888.0,6,4.0,120.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,7/30/2017,26,34.2,29.2,74.0,0.0,6.4,4.0,200.0,2.0,S 
96745,Stasiun Meteorologi Kemayoran,7/31/2017,26,33.6,29,78.0,0.0,6.1,4.0,320.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,8/1/2017,26,32.6,28.3,63.0,0.0,5.8,4.0,350.0,1.0,N 
96745,Stasiun Meteorologi Kemayoran,8/2/2017,25,34.4,28.3,64.0,0.0,5.2,4.0,160.0,2.0,N 
