kode_wilayah,nama_wilayah,tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/29/2020,26.4,32.6,28.4,78.0,1.2,3.1,10.0,280.0,6.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/30/2020,25.2,31.8,27.6,81.0,1,1.4,7.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/1/2020,25.9,33.5,29.2,73.0,8888,1,6.0,260.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/2/2020,27.1,33.8,29.6,75.0,0,8.1,5.0,300.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/3/2020,24.5,29.4,26.7,84.0,41.4,7.8,4.0,350.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/4/2020,24.2,31.7,27.9,84.0,2.2,0,6.0,270.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/5/2020,25.7,29.8,27.5,81.0,28.5,6.2,8.0,290.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/6/2020,24.8,29.1,26.6,90.0,36,1,6.0,300.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/7/2020,24,29.8,25.7,90.0,44,0,7.0,290.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/8/2020,24,32.1,28.8,80.0,19.3,0,9.0,280.0,5.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/9/2020,24.9,32.2,28.6,80.0,7,6.1,10.0,300.0,5.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/10/2020,26.4,30.6,28.1,81.0,4.7,4.9,4.0,300.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/11/2020,26.8,31,28.5,81.0,8888,2.4,5.0,280.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/12/2020,25.4,,28.2,77.0,6.5,4.8,7.0,260.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/13/2020,,29.6,26.9,91.0,1,3.5,6.0,270.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/14/2020,26,31.6,28.1,79.0,0.2,1.3,7.0,260.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/15/2020,26.4,32.6,28,77.0,0,3.7,6.0,260.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/16/2020,25.5,32.5,28.1,77.0,0.7,2.4,7.0,260.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/17/2020,24.6,30.5,27,85.0,5.8,2.7,6.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/18/2020,25,30.2,27.6,81.0,0.5,1.2,8.0,320.0,5.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/19/2020,25.9,30.8,28.2,78.0,0.2,3.6,7.0,280.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/20/2020,26,30,27.2,82.0,0,5.4,6.0,260.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/21/2020,24.4,29.8,27.5,79.0,4.3,3.1,7.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/22/2020,26.2,30.8,28.3,79.0,0.2,1,5.0,320.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/23/2020,25.6,34,28.9,73.0,0,3.7,6.0,260.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/24/2020,,32.5,28.1,78.0,,7.7,13.0,280.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/25/2020,26.1,34,29.1,72.0,8888,5.3,7.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/26/2020,25.5,32,28.4,77.0,0,6.6,6.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/27/2020,25.9,31.5,29.1,74.0,,5.9,5.0,290.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/28/2020,26.9,31.6,28.7,78.0,0,7.7,6.0,270.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/29/2020,26.5,31.2,28.3,77.0,0,6.8,7.0,280.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/30/2020,26.5,32,27.8,80.0,,2.9,8.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/31/2020,25,29,26.2,87.0,34,1.4,6.0,270.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/1/2021,25,29.8,26.9,85.0,7.7,0,4.0,310.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/2/2021,25,30.8,27.3,82.0,0.5,2.9,6.0,320.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/3/2021,25,31,28,82.0,,5.5,5.0,310.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/4/2021,26.2,31.4,28.6,79.0,2.8,2.5,6.0,260.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/5/2021,26.4,29.2,27.8,84.0,,7,8.0,280.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/6/2021,23.9,30.6,27.5,84.0,19.1,0.5,4.0,350.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/7/2021,23.9,29.6,27.3,84.0,32,2.5,5.0,300.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/8/2021,25.6,29,27.3,86.0,2.8,0.4,6.0,300.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/9/2021,26.2,31,26.2,90.0,3.9,0,5.0,210.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/10/2021,24.8,29.9,27,86.0,31.5,4,7.0,310.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/11/2021,24.8,30.8,27.9,82.0,0,0.2,6.0,300.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/12/2021,25.9,30,27.1,87.0,0,6.1,6.0,300.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/13/2021,25.8,,27.1,86.0,3.5,0.7,7.0,330.0,4.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/14/2021,,29,27.7,83.0,0.5,0,5.0,310.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/15/2021,26.8,30,27.9,82.0,,0,5.0,300.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/16/2021,26,32.3,28.9,76.0,,0.2,7.0,280.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/17/2021,26,30.6,28.2,83.0,0,7.9,5.0,330.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/18/2021,26.7,28.3,27.8,83.0,1.2,1.4,9.0,310.0,5.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/19/2021,24.5,29.8,27.5,81.0,7.6,0,6.0,350.0,3.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/20/2021,,30.6,28.5,78.0,4.6,1.3,6.0,350.0,3.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/21/2021,25.8,28.6,27.3,88.0,4.3,5.3,5.0,310.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/22/2021,25.7,30,27.8,84.0,13.6,0,4.0,300.0,1.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/23/2021,26.4,30,27.4,86.0,0,1.5,6.0,10.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/24/2021,,,24.7,95.0,80.5,1,6.0,330.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/25/2021,24,31.1,27.7,84.0,26,0,5.0,320.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/26/2021,25.2,30.8,27.6,82.0,0,8.1,6.0,260.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/27/2021,24.4,29.2,25.8,89.0,16,5.4,6.0,290.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/28/2021,24.2,28.4,25.3,89.0,2,0.2,8.0,260.0,5.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/29/2021,24,30.1,27.4,84.0,33.8,1.2,9.0,310.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/30/2021,24.3,29.4,26.8,87.0,12,2.9,7.0,330.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,1/31/2021,24.3,,27,86.0,26.5,0.9,6.0,310.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/1/2021,25,30.8,27.7,84.0,,0,9.0,310.0,3.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/2/2021,25.4,30.4,27.8,84.0,22.3,4.4,6.0,290.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/3/2021,24,29.2,26.1,92.0,58.3,5.1,6.0,330.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/4/2021,24.8,30.4,27.2,85.0,18.5,0.8,7.0,320.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/5/2021,24.4,30.4,28,81.0,13.6,7.5,7.0,320.0,4.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/6/2021,25,30.7,28.6,82.0,24.6,7.7,5.0,280.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/7/2021,25,30.4,28.4,81.0,20,8.3,7.0,330.0,4.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/8/2021,26,30.8,28.5,83.0,11.9,4.3,6.0,300.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/9/2021,24.4,30.5,27.4,86.0,14.8,4.8,6.0,310.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/10/2021,25.4,30.5,27.5,86.0,2,4.3,7.0,300.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/11/2021,25.8,31,27.5,84.0,0.1,1.3,7.0,280.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/12/2021,26,29.8,28,80.0,,6.4,6.0,330.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/13/2021,25.2,30.2,27.6,85.0,13.9,4.2,6.0,320.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/14/2021,25.8,28.3,27.8,87.0,8888,4,3.0,340.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/15/2021,25.3,30.5,27.5,88.0,36.1,0,5.0,290.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/16/2021,24.6,27.2,26,93.0,78,4.6,5.0,350.0,1.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/17/2021,24,28,26.1,86.0,39.2,0,4.0,240.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/18/2021,24.8,30,26.3,86.0,,0,6.0,350.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/19/2021,24.6,29.5,27.1,81.0,52.8,3.4,5.0,250.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/20/2021,25.8,30,28.1,81.0,6.3,0.5,7.0,330.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/21/2021,25.5,30.4,27.4,84.0,5.1,1.9,5.0,310.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/22/2021,25.6,30.8,28.1,80.0,8888,8.6,6.0,300.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/23/2021,26.6,31.2,28.2,81.0,,5.8,6.0,280.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/24/2021,26,31.4,28.5,77.0,1,3.1,9.0,270.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/25/2021,24.6,29.9,26.9,87.0,3.3,0,8.0,310.0,3.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/26/2021,23.5,29.6,26.9,87.0,30,0.6,5.0,330.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/27/2021,25.1,31.2,28.1,85.0,15,0,5.0,360.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,2/28/2021,26,32.3,29.3,74.0,0,4.8,5.0,210.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/1/2021,26.7,32.2,29,76.0,0.3,2.7,5.0,260.0,3.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/2/2021,24.2,31,26.8,89.0,46.7,6.6,3.0,320.0,1.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/3/2021,,30.8,27.4,84.0,33.8,4.6,4.0,280.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/4/2021,25,31.1,28.5,81.0,,7,4.0,310.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/5/2021,26.3,32,28.1,81.0,3.3,2.7,6.0,20.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/6/2021,26.4,30.5,27.3,86.0,0.5,5.5,5.0,310.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/7/2021,25,30.8,27.7,83.0,5,3.3,4.0,330.0,1.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/8/2021,25.4,31,27,82.0,5.6,2.1,8.0,310.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/9/2021,25.4,31.2,27.3,83.0,0.2,4.1,4.0,300.0,1.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/10/2021,25.4,30.8,27.6,84.0,8.8,5.5,8.0,300.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/11/2021,23.2,30.3,26,85.0,28,5.1,5.0,290.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/12/2021,23.2,29.2,27.5,85.0,2.6,3,6.0,270.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/13/2021,,31.8,28.5,79.0,4.5,,6.0,300.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/14/2021,26.2,30.6,26.9,80.0,,,9.0,270.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/15/2021,24.2,29.6,27.7,85.0,26.7,5.9,4.0,40.0,1.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/16/2021,26.6,31.3,28.4,81.0,,0,6.0,310.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/17/2021,26.4,32.6,28.9,77.0,0,7,4.0,340.0,2.0,NW
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/18/2021,26.4,32.6,29.6,78.0,0,8.6,5.0,310.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/19/2021,27.6,31.2,29,81.0,,11.1,8.0,330.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/20/2021,26.8,32,28.4,79.0,,4,5.0,350.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/21/2021,26.8,32.3,29.1,78.0,0.2,4.7,7.0,310.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/22/2021,26.8,32.5,29,79.0,0,8.6,9.0,320.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/23/2021,27,33,29.3,76.0,8,10,8.0,310.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/24/2021,27,32.6,28.9,74.0,1,10.6,9.0,280.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/25/2021,27,31.4,28.9,81.0,0,5.6,5.0,310.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/26/2021,26.4,32.5,28.8,85.0,8.8,7.3,6.0,320.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/27/2021,26.4,32.6,29.6,85.0,0,10.1,6.0,10.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/28/2021,26.7,32,29.1,84.0,3.6,4.4,5.0,30.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/29/2021,,32,29,86.0,0.8,10.1,4.0,320.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/30/2021,27.5,29.6,27.9,91.0,0.5,2.1,4.0,60.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,3/31/2021,26.4,33.2,28.8,86.0,1.2,0,6.0,310.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/1/2021,26.2,30,27.7,86.0,0.7,7.7,8.0,290.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/2/2021,26.2,32,29.3,82.0,0,0,4.0,30.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/3/2021,25,29,26.9,91.0,46,9.6,3.0,150.0,1.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/4/2021,25.6,30,27.8,89.0,3,0,4.0,320.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/5/2021,26.6,31.5,29,85.0,0,0.2,4.0,310.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/6/2021,25.6,33.2,28.5,83.0,0,1,10.0,270.0,6.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/7/2021,25.6,30.8,28.1,84.0,1.6,4.7,9.0,280.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/8/2021,25.4,32.5,28.8,84.0,1.5,0.6,5.0,350.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/9/2021,26.7,31.8,29.4,84.0,0,8.6,5.0,350.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/10/2021,24.6,31.6,27.6,88.0,3.2,9.1,4.0,340.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/11/2021,25.2,32.4,28.7,84.0,0,3.9,4.0,160.0,2.0,S 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/12/2021,26.6,32.6,29,83.0,0,5.8,5.0,20.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/13/2021,25.8,32.6,28,86.0,17.2,9.4,5.0,150.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/14/2021,26,32,28.2,87.0,1,6.3,6.0,10.0,2.0,S 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/15/2021,26.1,32,27.8,86.0,0.5,7.6,5.0,340.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/16/2021,26,32.2,28.8,84.0,1.8,3.8,5.0,30.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/17/2021,26.4,32.1,29.6,84.0,0,9,4.0,70.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/18/2021,26.3,32.2,28.6,88.0,1.6,5.9,5.0,30.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/19/2021,26.3,32.6,29.5,83.0,8888,3.5,7.0,30.0,3.0,S 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/20/2021,26.6,33.2,29.5,82.0,,9.7,5.0,20.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/21/2021,26.8,32.8,29.5,81.0,0,0,6.0,40.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/22/2021,27.2,32.9,29.6,79.0,0,10.1,4.0,60.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/23/2021,27.4,32.8,29.4,84.0,0,8.2,3.0,100.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/24/2021,26.2,32.2,28.9,83.0,9.5,7.8,6.0,20.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/25/2021,26.6,32.1,29.1,83.0,,8,6.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/26/2021,27.2,33.4,30.2,80.0,0,7.8,6.0,90.0,4.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/27/2021,27.5,33.4,29.9,82.0,0,9.9,5.0,120.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/28/2021,27.4,32.1,29.2,84.0,1,9.9,4.0,20.0,2.0,S 
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/29/2021,26.5,33,29.3,82.0,0,1.6,5.0,20.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,4/30/2021,26.8,32.2,28.7,85.0,0,8.4,5.0,90.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/1/2021,27.2,33.4,29.9,83.0,0,2.4,6.0,50.0,4.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/2/2021,27.6,33.2,29.9,82.0,0,8.2,5.0,60.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/3/2021,27.9,33,29.8,83.0,,7.3,6.0,110.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/4/2021,27.4,33.1,29.5,84.0,,4.9,5.0,30.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/5/2021,27.8,33.2,29.7,83.0,0,4.2,5.0,30.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/6/2021,26.3,32.4,27.9,88.0,11.5,4.5,6.0,220.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/7/2021,25.9,32.3,29,82.0,11,4.9,6.0,80.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/8/2021,,33,29.2,85.0,14,9,4.0,110.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/9/2021,24.6,32.6,28.2,86.0,54.8,6.3,4.0,50.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/10/2021,25.4,33.4,29.5,80.0,18.5,7.3,6.0,50.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/11/2021,27.2,34.6,30.1,80.0,,9.2,5.0,80.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/12/2021,27.4,34.1,30,82.0,,9.2,7.0,110.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/13/2021,27.9,33.3,29.8,84.0,0,7.5,7.0,70.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/14/2021,28,33.9,30,80.0,0,6.9,6.0,80.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/15/2021,28,33.7,30.2,80.0,,6.5,5.0,90.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/16/2021,28.2,33.2,30.1,78.0,0,9.8,5.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/17/2021,28.2,32.8,29.9,82.0,,8.5,5.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/18/2021,23.8,31.2,27.4,86.0,91.6,3.4,5.0,60.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/19/2021,24.6,32.8,29.2,82.0,0,4.3,4.0,30.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/20/2021,27.3,33,29.7,83.0,,6.3,5.0,70.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/21/2021,27.5,33.6,29.4,83.0,0,10.1,6.0,30.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/22/2021,27.7,32.4,29.8,79.0,0,8.5,4.0,40.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/23/2021,27.2,32.6,29.2,86.0,,6.4,5.0,60.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/24/2021,27.2,33,29.7,83.0,,5,5.0,60.0,2.0,S 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/25/2021,25.4,33.2,28.9,82.0,35.2,5.5,5.0,30.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/26/2021,26.2,33.2,29.5,75.0,,7.2,7.0,80.0,4.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/27/2021,26.8,33.8,30.1,74.0,,8.7,7.0,90.0,4.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/28/2021,27.7,33.4,30,74.0,0,9.8,5.0,60.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/29/2021,27.2,31.3,27.2,86.0,0.1,10,4.0,220.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/30/2021,24.7,33,28.6,80.0,13,0,5.0,180.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/31/2021,25.6,32.8,29.5,80.0,,9.5,4.0,360.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/1/2021,27.5,32.7,29.8,78.0,0,8.2,5.0,30.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/2/2021,27.5,33.2,29.8,76.0,0,5.6,5.0,60.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/3/2021,27.4,33.2,29.5,79.0,15.5,6.6,5.0,70.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/4/2021,27.4,34.7,30.6,74.0,,5.4,6.0,60.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/5/2021,27.8,32.2,29.6,78.0,,,6.0,30.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/6/2021,27.8,32.5,29.9,78.0,0,7.8,7.0,200.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/7/2021,25,32,28.3,78.0,44.8,5.2,5.0,20.0,1.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/8/2021,26,32.8,29.5,78.0,0,9,6.0,340.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/9/2021,27.7,32.6,29.6,76.0,0,7.5,4.0,30.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/10/2021,27.6,32.4,29.5,76.0,0,7.4,6.0,40.0,2.0,C 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/11/2021,27.4,32.6,29.5,74.0,0,4.9,5.0,30.0,2.0,S 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/12/2021,27.1,34.6,29.8,74.0,0,4.6,8.0,80.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/13/2021,26,33.6,29.6,75.0,0,7.8,7.0,100.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/14/2021,27.4,32.8,29.1,78.0,0,6.5,6.0,120.0,3.0,E 
